CommBench Pro Test Report
Generated: 2026-07-10T16:17:36.680
Mode: TCP Network
Config: 172.16.32.231:10160

Summary
Total Sent: 394
Success Received: 394
Lost Packets: 0
Success Rate: 100.00%
Average Elapsed: 40.39 ms
Min Elapsed: 13 ms
Max Elapsed: 108 ms

Packet Details
ID,SentAt,ReceivedAt,ElapsedMs,Status,TX,RX
173,2026-07-10T16:13:55.247,2026-07-10T16:13:55.271,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
174,2026-07-10T16:13:56.248,2026-07-10T16:13:56.276,28,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
175,2026-07-10T16:13:57.248,2026-07-10T16:13:57.279,30,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
176,2026-07-10T16:13:58.247,2026-07-10T16:13:58.272,25,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
177,2026-07-10T16:13:59.242,2026-07-10T16:13:59.282,41,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
178,2026-07-10T16:14:00.244,2026-07-10T16:14:00.275,32,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
179,2026-07-10T16:14:01.240,2026-07-10T16:14:01.270,30,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
180,2026-07-10T16:14:02.244,2026-07-10T16:14:02.267,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
181,2026-07-10T16:14:03.245,2026-07-10T16:14:03.302,58,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
182,2026-07-10T16:14:04.246,2026-07-10T16:14:04.302,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
183,2026-07-10T16:14:05.249,2026-07-10T16:14:05.318,68,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
184,2026-07-10T16:14:06.248,2026-07-10T16:14:06.324,75,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
185,2026-07-10T16:14:07.247,2026-07-10T16:14:07.304,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
186,2026-07-10T16:14:08.248,2026-07-10T16:14:08.317,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
187,2026-07-10T16:14:09.242,2026-07-10T16:14:09.302,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
188,2026-07-10T16:14:10.245,2026-07-10T16:14:10.299,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
189,2026-07-10T16:14:11.249,2026-07-10T16:14:11.315,66,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
190,2026-07-10T16:14:12.246,2026-07-10T16:14:12.309,62,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
191,2026-07-10T16:14:13.247,2026-07-10T16:14:13.301,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
192,2026-07-10T16:14:14.248,2026-07-10T16:14:14.304,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
193,2026-07-10T16:14:15.248,2026-07-10T16:14:15.301,53,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
194,2026-07-10T16:14:16.247,2026-07-10T16:14:16.298,51,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
195,2026-07-10T16:14:17.248,2026-07-10T16:14:17.306,58,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
196,2026-07-10T16:14:18.247,2026-07-10T16:14:18.312,64,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
197,2026-07-10T16:14:19.247,2026-07-10T16:14:19.308,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
198,2026-07-10T16:14:20.248,2026-07-10T16:14:20.305,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
199,2026-07-10T16:14:21.242,2026-07-10T16:14:21.307,65,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
200,2026-07-10T16:14:22.248,2026-07-10T16:14:22.303,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
201,2026-07-10T16:14:23.247,2026-07-10T16:14:23.303,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
202,2026-07-10T16:14:24.248,2026-07-10T16:14:24.302,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
203,2026-07-10T16:14:25.248,2026-07-10T16:14:25.328,79,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
204,2026-07-10T16:14:26.248,2026-07-10T16:14:26.333,84,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
205,2026-07-10T16:14:27.248,2026-07-10T16:14:27.302,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
206,2026-07-10T16:14:28.247,2026-07-10T16:14:28.306,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
207,2026-07-10T16:14:29.248,2026-07-10T16:14:29.303,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
208,2026-07-10T16:14:30.249,2026-07-10T16:14:30.339,91,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
209,2026-07-10T16:14:31.247,2026-07-10T16:14:31.298,50,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
210,2026-07-10T16:14:32.248,2026-07-10T16:14:32.303,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
211,2026-07-10T16:14:33.247,2026-07-10T16:14:33.308,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
212,2026-07-10T16:14:34.248,2026-07-10T16:14:34.308,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
213,2026-07-10T16:14:35.248,2026-07-10T16:14:35.327,78,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
214,2026-07-10T16:14:36.246,2026-07-10T16:14:36.324,77,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
215,2026-07-10T16:14:37.245,2026-07-10T16:14:37.314,68,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
216,2026-07-10T16:14:38.246,2026-07-10T16:14:38.300,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
217,2026-07-10T16:14:39.246,2026-07-10T16:14:39.310,64,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
218,2026-07-10T16:14:40.247,2026-07-10T16:14:40.270,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
219,2026-07-10T16:14:41.248,2026-07-10T16:14:41.272,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
220,2026-07-10T16:14:42.247,2026-07-10T16:14:42.308,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
221,2026-07-10T16:14:43.248,2026-07-10T16:14:43.316,68,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
222,2026-07-10T16:14:44.248,2026-07-10T16:14:44.300,52,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
223,2026-07-10T16:14:45.245,2026-07-10T16:14:45.310,65,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
224,2026-07-10T16:14:46.247,2026-07-10T16:14:46.304,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
225,2026-07-10T16:14:47.247,2026-07-10T16:14:47.306,58,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
226,2026-07-10T16:14:48.243,2026-07-10T16:14:48.299,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
227,2026-07-10T16:14:49.248,2026-07-10T16:14:49.311,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
228,2026-07-10T16:14:50.249,2026-07-10T16:14:50.305,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
229,2026-07-10T16:14:51.247,2026-07-10T16:14:51.308,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
230,2026-07-10T16:14:52.248,2026-07-10T16:14:52.302,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
231,2026-07-10T16:14:53.249,2026-07-10T16:14:53.313,64,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
232,2026-07-10T16:14:54.242,2026-07-10T16:14:54.298,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
233,2026-07-10T16:14:55.246,2026-07-10T16:14:55.304,59,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
234,2026-07-10T16:14:56.244,2026-07-10T16:14:56.318,73,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
235,2026-07-10T16:14:57.244,2026-07-10T16:14:57.301,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
236,2026-07-10T16:14:58.247,2026-07-10T16:14:58.323,75,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
237,2026-07-10T16:14:59.248,2026-07-10T16:14:59.311,64,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
238,2026-07-10T16:15:00.248,2026-07-10T16:15:00.318,70,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
239,2026-07-10T16:15:01.244,2026-07-10T16:15:01.294,50,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
240,2026-07-10T16:15:02.244,2026-07-10T16:15:02.302,58,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
241,2026-07-10T16:15:03.245,2026-07-10T16:15:03.312,66,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
242,2026-07-10T16:15:04.242,2026-07-10T16:15:04.298,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
243,2026-07-10T16:15:05.244,2026-07-10T16:15:05.301,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
244,2026-07-10T16:15:06.249,2026-07-10T16:15:06.318,70,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
245,2026-07-10T16:15:07.247,2026-07-10T16:15:07.306,59,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
246,2026-07-10T16:15:08.247,2026-07-10T16:15:08.298,51,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
247,2026-07-10T16:15:09.248,2026-07-10T16:15:09.320,72,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
248,2026-07-10T16:15:10.248,2026-07-10T16:15:10.315,67,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
249,2026-07-10T16:15:11.248,2026-07-10T16:15:11.326,79,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
250,2026-07-10T16:15:12.250,2026-07-10T16:15:12.313,62,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
251,2026-07-10T16:15:13.248,2026-07-10T16:15:13.310,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
252,2026-07-10T16:15:14.248,2026-07-10T16:15:14.310,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
253,2026-07-10T16:15:15.247,2026-07-10T16:15:15.303,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
254,2026-07-10T16:15:16.244,2026-07-10T16:15:16.310,66,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
255,2026-07-10T16:15:17.243,2026-07-10T16:15:17.295,52,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
256,2026-07-10T16:15:18.243,2026-07-10T16:15:18.324,81,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
257,2026-07-10T16:15:19.248,2026-07-10T16:15:19.317,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
258,2026-07-10T16:15:20.250,2026-07-10T16:15:20.357,108,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
259,2026-07-10T16:15:21.249,2026-07-10T16:15:21.300,52,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
260,2026-07-10T16:15:22.251,2026-07-10T16:15:22.325,75,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
261,2026-07-10T16:15:23.243,2026-07-10T16:15:23.303,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
262,2026-07-10T16:15:24.243,2026-07-10T16:15:24.304,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
263,2026-07-10T16:15:25.242,2026-07-10T16:15:25.293,52,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
264,2026-07-10T16:15:26.250,2026-07-10T16:15:26.319,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
265,2026-07-10T16:15:27.248,2026-07-10T16:15:27.300,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
266,2026-07-10T16:15:28.243,2026-07-10T16:15:28.298,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
267,2026-07-10T16:15:29.247,2026-07-10T16:15:29.323,76,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
268,2026-07-10T16:15:30.249,2026-07-10T16:15:30.325,75,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
269,2026-07-10T16:15:31.248,2026-07-10T16:15:31.310,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
270,2026-07-10T16:15:32.250,2026-07-10T16:15:32.313,64,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
271,2026-07-10T16:15:33.246,2026-07-10T16:15:33.306,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
272,2026-07-10T16:15:34.249,2026-07-10T16:15:34.315,67,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
273,2026-07-10T16:15:35.248,2026-07-10T16:15:35.303,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
274,2026-07-10T16:15:36.247,2026-07-10T16:15:36.321,74,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
275,2026-07-10T16:15:37.246,2026-07-10T16:15:37.342,95,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
276,2026-07-10T16:15:38.247,2026-07-10T16:15:38.307,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
277,2026-07-10T16:15:39.247,2026-07-10T16:15:39.312,65,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
278,2026-07-10T16:15:40.249,2026-07-10T16:15:40.317,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
279,2026-07-10T16:15:41.249,2026-07-10T16:15:41.343,94,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
280,2026-07-10T16:15:42.246,2026-07-10T16:15:42.302,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
281,2026-07-10T16:15:43.249,2026-07-10T16:15:43.332,83,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
282,2026-07-10T16:15:44.247,2026-07-10T16:15:44.305,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
283,2026-07-10T16:15:45.248,2026-07-10T16:15:45.299,51,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
284,2026-07-10T16:15:46.248,2026-07-10T16:15:46.316,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
285,2026-07-10T16:15:47.248,2026-07-10T16:15:47.309,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
286,2026-07-10T16:15:48.241,2026-07-10T16:15:48.308,66,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
287,2026-07-10T16:15:49.243,2026-07-10T16:15:49.303,59,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
288,2026-07-10T16:15:50.244,2026-07-10T16:15:50.333,89,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
289,2026-07-10T16:15:51.246,2026-07-10T16:15:51.297,51,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
290,2026-07-10T16:15:52.244,2026-07-10T16:15:52.307,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
291,2026-07-10T16:15:53.244,2026-07-10T16:15:53.300,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
292,2026-07-10T16:15:54.240,2026-07-10T16:15:54.271,31,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
293,2026-07-10T16:15:55.240,2026-07-10T16:15:55.293,53,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
294,2026-07-10T16:15:56.241,2026-07-10T16:15:56.318,77,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
295,2026-07-10T16:15:57.249,2026-07-10T16:15:57.304,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
296,2026-07-10T16:15:58.248,2026-07-10T16:15:58.305,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
297,2026-07-10T16:15:59.247,2026-07-10T16:15:59.302,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
298,2026-07-10T16:16:00.247,2026-07-10T16:16:00.311,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
299,2026-07-10T16:16:01.248,2026-07-10T16:16:01.300,53,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
300,2026-07-10T16:16:02.247,2026-07-10T16:16:02.299,51,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
301,2026-07-10T16:16:03.248,2026-07-10T16:16:03.319,72,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
302,2026-07-10T16:16:04.247,2026-07-10T16:16:04.309,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
303,2026-07-10T16:16:05.248,2026-07-10T16:16:05.301,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
304,2026-07-10T16:16:06.248,2026-07-10T16:16:06.320,73,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
305,2026-07-10T16:16:07.248,2026-07-10T16:16:07.316,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
306,2026-07-10T16:16:08.247,2026-07-10T16:16:08.296,49,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
307,2026-07-10T16:16:09.247,2026-07-10T16:16:09.310,64,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
308,2026-07-10T16:16:10.247,2026-07-10T16:16:10.306,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
309,2026-07-10T16:16:11.250,2026-07-10T16:16:11.323,73,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
310,2026-07-10T16:16:12.248,2026-07-10T16:16:12.304,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
311,2026-07-10T16:16:13.245,2026-07-10T16:16:13.301,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
312,2026-07-10T16:16:14.247,2026-07-10T16:16:14.336,90,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
313,2026-07-10T16:16:15.245,2026-07-10T16:16:15.300,55,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
314,2026-07-10T16:16:16.243,2026-07-10T16:16:16.296,52,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
315,2026-07-10T16:16:17.244,2026-07-10T16:16:17.305,60,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
316,2026-07-10T16:16:18.244,2026-07-10T16:16:18.315,70,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
317,2026-07-10T16:16:19.247,2026-07-10T16:16:19.316,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
318,2026-07-10T16:16:20.250,2026-07-10T16:16:20.346,97,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
319,2026-07-10T16:16:21.241,2026-07-10T16:16:21.298,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
320,2026-07-10T16:16:22.243,2026-07-10T16:16:22.307,65,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
321,2026-07-10T16:16:23.244,2026-07-10T16:16:23.314,70,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
322,2026-07-10T16:16:24.247,2026-07-10T16:16:24.307,59,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
323,2026-07-10T16:16:25.248,2026-07-10T16:16:25.328,81,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
324,2026-07-10T16:16:26.244,2026-07-10T16:16:26.300,56,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
325,2026-07-10T16:16:27.247,2026-07-10T16:16:27.330,83,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
326,2026-07-10T16:16:28.249,2026-07-10T16:16:28.342,93,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
327,2026-07-10T16:16:29.248,2026-07-10T16:16:29.301,54,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
328,2026-07-10T16:16:30.250,2026-07-10T16:16:30.319,69,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
329,2026-07-10T16:16:31.249,2026-07-10T16:16:31.308,59,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
330,2026-07-10T16:16:32.250,2026-07-10T16:16:32.328,78,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
331,2026-07-10T16:16:33.247,2026-07-10T16:16:33.306,58,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
332,2026-07-10T16:16:34.243,2026-07-10T16:16:34.300,57,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
333,2026-07-10T16:16:35.244,2026-07-10T16:16:35.307,63,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
334,2026-07-10T16:16:36.246,2026-07-10T16:16:36.330,84,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
335,2026-07-10T16:16:37.246,2026-07-10T16:16:37.307,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
336,2026-07-10T16:16:38.247,2026-07-10T16:16:38.307,61,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
337,2026-07-10T16:16:39.247,2026-07-10T16:16:39.282,35,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
338,2026-07-10T16:16:40.247,2026-07-10T16:16:40.274,27,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
339,2026-07-10T16:16:41.243,2026-07-10T16:16:41.269,25,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
340,2026-07-10T16:16:42.243,2026-07-10T16:16:42.267,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
341,2026-07-10T16:16:43.246,2026-07-10T16:16:43.282,35,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
342,2026-07-10T16:16:44.248,2026-07-10T16:16:44.282,33,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
343,2026-07-10T16:16:45.249,2026-07-10T16:16:45.277,28,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
344,2026-07-10T16:16:46.248,2026-07-10T16:16:46.275,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
345,2026-07-10T16:16:47.248,2026-07-10T16:16:47.273,25,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
346,2026-07-10T16:16:48.243,2026-07-10T16:16:48.272,28,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
347,2026-07-10T16:16:49.243,2026-07-10T16:16:49.268,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
348,2026-07-10T16:16:50.249,2026-07-10T16:16:50.278,29,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
349,2026-07-10T16:16:51.248,2026-07-10T16:16:51.279,31,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
350,2026-07-10T16:16:52.248,2026-07-10T16:16:52.273,25,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
351,2026-07-10T16:16:53.248,2026-07-10T16:16:53.275,27,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
352,2026-07-10T16:16:54.248,2026-07-10T16:16:54.274,25,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
353,2026-07-10T16:16:55.249,2026-07-10T16:16:55.279,31,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
354,2026-07-10T16:16:56.247,2026-07-10T16:16:56.272,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
355,2026-07-10T16:16:57.242,2026-07-10T16:16:57.269,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
356,2026-07-10T16:16:58.244,2026-07-10T16:16:58.268,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
